pc,type,mispredicts,total,misPermil,dirMiss,tgtMiss,noPredMiss
3f6ea,0,73,1566,46.6156,72,0,1
dcb3c,0,72,240,300,18,0,54
f3788,0,71,1660,42.7711,52,0,19
f3afc,0,71,504,140.873,49,0,22
1cf3a,0,70,2512,27.8662,50,0,20
f495c,0,69,5508,12.5272,63,0,6
f3aea,0,67,673,99.5542,39,0,28
437fa,0,65,255,254.902,0,0,65
28ace,0,62,4286,14.4657,59,0,3
f37b0,0,58,1004,57.7689,38,0,20
f491a,0,58,2039,28.4453,57,0,1
f39e8,0,57,7581,7.5188,56,0,1
ca618,5,56,56,1000,0,55,1
e1940,3,54,151,357.616,0,53,1
28ae2,0,53,2977,17.8032,52,0,1
18abe,0,52,404,128.713,0,0,52
f3bca,0,51,350,145.714,49,0,2
f37be,0,50,964,51.8672,30,0,20
f37ce,0,49,441,111.111,27,0,22
e3bca,0,48,186,258.065,0,0,48
e3d0c,0,48,74,648.649,1,0,47
f1182,0,48,3206,14.9719,47,0,1
2b712,0,47,784,59.949,25,0,22
1b0b6,0,45,4038,11.1441,44,0,1
f173e,0,44,13164,3.34245,42,0,2
f4914,0,43,2316,18.5665,34,0,9
1b0e0,0,43,1411,30.4748,25,0,18
28688,0,42,1106,37.9747,41,0,1
4423e,0,42,463,90.7127,41,0,1
f3b02,0,41,351,116.809,23,0,18
f3b74,0,40,1260,31.746,39,0,1
1bf1a,0,40,133,300.752,21,0,19
ebae8,0,40,43,930.233,0,0,40
f3792,0,39,1207,32.3115,27,0,12
1bf20,0,39,76,513.158,0,0,39
f378c,0,38,1413,26.8931,21,0,17
1bf32,0,38,76,500,0,0,38
dc14c,0,37,74,500,0,0,37
3bf36,0,37,38,973.684,0,0,37
321d0,5,36,36,1000,0,0,36
f3d14,0,36,113,318.584,0,0,36
26b04,0,36,74,486.486,19,0,17
dbf4c,0,36,55,654.545,18,0,18
f43fa,0,36,107,336.449,35,0,1
f3bda,0,36,350,102.857,0,0,36
e3b8e,0,36,296,121.622,35,0,1
4376c,0,36,4181,8.61038,35,0,1
43754,0,35,5139,6.81066,34,0,1
eba74,0,34,43,790.698,0,0,34
f21d6,0,34,5093,6.67583,28,0,6
ebaf2,0,33,43,767.442,0,0,33
3bf3a,0,33,38,868.421,0,0,33
4f8b4,0,33,1536,21.4844,32,0,1
4375c,0,33,4436,7.43913,32,0,1
3be2c,0,32,110,290.909,16,0,16
1835a,0,32,74,432.432,0,0,32
f3b08,0,31,333,93.0931,13,0,18
f446c,0,29,103,281.553,27,0,2
e3ce0,0,28,110,254.545,0,0,28
f445c,0,28,91,307.692,26,0,2
f3ba6,0,27,462,58.4416,26,0,1
f39fa,0,27,582,46.3918,23,0,4
d90c8,0,26,185,140.541,25,0,1
e3b1e,0,26,74,351.351,0,0,26
5399e,0,26,36,722.222,1,0,25
2d25a,0,25,56,446.429,24,0,1
f48fe,0,25,2039,12.2609,24,0,1
f3b16,0,25,245,102.041,0,0,25
ebae4,3,24,43,558.14,0,0,24
e20ba,0,24,183,131.148,23,0,1
ec158,0,24,158,151.899,2,0,22
ec148,0,23,158,145.57,2,0,21
28ad6,0,22,4286,5.13299,20,0,2
4d05e,0,22,1598,13.7672,21,0,1
ebc64,5,21,43,488.372,0,1,20
1c8fa,0,21,96,218.75,20,0,1
f3b14,0,21,80,262.5,0,0,21
4b0de,0,21,10000,2.1,20,0,1
dbd90,0,20,74,270.27,0,0,20
dbd0c,0,20,37,540.541,0,0,20
e1ff2,0,20,41,487.805,0,0,20
1bf3a,0,20,57,350.877,0,0,20
43f48,0,20,315,63.4921,0,0,20
dba0a,0,20,131,152.672,19,0,1
2869a,0,20,617,32.4149,0,0,20
ebc68,0,19,43,441.86,0,0,19
f4af2,0,19,2096,9.06489,18,0,1
29ffe,0,19,36,527.778,2,0,17
db6f4,0,19,74,256.757,0,0,19
dcb36,0,19,259,73.3591,0,0,19
31ff0,0,19,141,134.752,0,0,19
e3da6,0,19,147,129.252,12,0,7
dbe2e,0,19,74,256.757,1,0,18
dbf12,0,19,37,513.514,0,0,19
32818,0,19,324,58.642,17,0,2
dbd12,0,19,37,513.514,0,0,19
dbf0e,0,19,37,513.514,0,0,19
dbc6c,0,19,74,256.757,0,0,19
2bd0c,4,19,1226,15.4976,0,19,0
db7bc,0,19,74,256.757,0,0,19
db7de,0,19,37,513.514,0,0,19
dc158,0,19,37,513.514,0,0,19
db9e2,0,19,37,513.514,0,0,19
dbf48,0,19,55,345.455,0,0,19
db800,0,19,74,256.757,0,0,19
dc234,0,19,37,513.514,0,0,19
2ab82,5,19,74,256.757,0,0,19
26918,0,18,575,31.3043,17,0,1
dbe32,0,18,37,486.486,0,0,18
4b1da,0,18,6336,2.84091,16,0,2
4b1ac,0,18,3632,4.95595,16,0,2
1cf50,0,18,1884,9.55414,17,0,1
f4972,0,18,2039,8.82786,17,0,1
1b0c8,0,18,5459,3.29731,0,0,18
21562,0,18,289,62.2837,16,0,2
26b2a,0,18,242,74.3802,17,0,1
a34ae,0,17,597,28.4757,16,0,1
268f4,0,17,313,54.3131,16,0,1
3bf56,0,17,38,447.368,0,0,17
f453a,0,17,111,153.153,15,0,2
32830,0,17,342,49.7076,16,0,1
e3b12,0,16,74,216.216,0,0,16
1b070,0,16,965,16.5803,10,0,6
e3c6a,0,16,147,108.844,11,0,5
1b07a,0,16,369,43.3604,13,0,3
29fe2,0,15,308,48.7013,12,0,3
f16aa,0,15,105,142.857,13,0,2
f3726,0,15,1665,9.00901,12,0,3
1c58e,0,14,86,162.791,13,0,1
217a8,3,14,407,34.398,0,13,1
e3b58,0,14,110,127.273,13,0,1
21bfa,0,14,24,583.333,13,0,1
32840,0,14,342,40.9357,12,0,2
e3dbc,0,14,111,126.126,0,0,14
f4ade,0,14,116,120.69,12,0,2
2b404,0,14,308,45.4545,13,0,1
dbdfe,0,13,168,77.381,11,0,2
32862,0,13,324,40.1235,11,0,2
f494c,0,13,2039,6.37567,12,0,1
44050,0,13,380,34.2105,0,0,13
43758,0,13,4865,2.67215,12,0,1
f4aca,0,12,2096,5.72519,11,0,1
4d0ee,0,12,1192,10.0671,11,0,1
dbc96,0,12,74,162.162,10,0,2
37adc,0,12,216,55.5556,9,0,3
f4c44,0,11,32,343.75,10,0,1
f3b94,0,11,619,17.7706,10,0,1
18aae,0,11,402,27.3632,9,0,2
f1754,0,11,3357,3.27674,10,0,1
32856,0,11,324,33.9506,9,0,2
3d034,0,11,454,24.2291,2,0,9
219d0,0,11,135,81.4815,10,0,1
103af8,0,11,13,846.154,0,0,11
215a8,0,10,270,37.037,9,0,1
2152a,0,10,289,34.6021,9,0,1
f4524,0,10,52,192.308,9,0,1
1c8c8,0,10,32,312.5,4,0,6
2f83a,0,10,157,63.6943,9,0,1
3cf88,0,10,1248,8.01282,9,0,1
3bfaa,0,10,7566,1.3217,9,0,1
f1690,0,10,3369,2.96824,9,0,1
eba92,0,10,43,232.558,0,0,10
f5434,0,10,17,588.235,9,0,1
ebd14,0,10,31,322.581,7,0,3
f497a,0,10,4713,2.12179,7,0,3
278d6,5,9,157,57.3248,0,8,1
539c2,0,9,26,346.154,1,0,8
83ffa,0,9,72,125,6,0,3
dc2c0,0,9,259,34.749,6,0,3
f13e6,0,9,3392,2.6533,8,0,1
268fa,0,9,157,57.3248,8,0,1
186f2,5,9,18,500,0,0,9
e3cfe,0,9,110,81.8182,8,0,1
e3bd4,0,9,186,48.3871,0,0,9
f118a,0,9,447,20.1342,8,0,1
f4cde,0,9,28,321.429,8,0,1
32bea,0,9,76,118.421,8,0,1
f4c3e,0,8,41,195.122,7,0,1
dc154,0,8,74,108.108,6,0,2
21efa,0,8,36,222.222,7,0,1
21f74,0,8,24,333.333,7,0,1
21c0c,0,8,24,333.333,7,0,1
2ab98,0,8,74,108.108,7,0,1
d8e32,0,8,181,44.1989,7,0,1
1c9e8,0,8,28,285.714,6,0,2
258d0,0,8,231,34.632,7,0,1
4b028,0,8,227,35.2423,1,0,7
f21b4,0,8,5094,1.57048,7,0,1
f3bb2,0,8,1265,6.32411,5,0,3
f21cc,0,8,5094,1.57048,7,0,1
267d8,0,8,25,320,6,0,2
e15f6,0,8,228,35.0877,7,0,1
108b2c,3,7,7,1000,0,5,2
437da,0,7,429,16.317,0,0,7
26b1a,0,7,242,28.9256,4,0,3
21552,0,7,289,24.2215,6,0,1
33118,0,7,76,92.1053,6,0,1
f16ae,0,7,12,583.333,6,0,1
db9de,0,7,131,53.4351,3,0,4
4a944,0,7,227,30.837,1,0,6
267ea,0,7,25,280,5,0,2
21eac,0,7,36,194.444,6,0,1
f030c,0,7,1735,4.03458,6,0,1
f163e,0,7,3363,2.08147,6,0,1
21158,0,7,80,87.5,6,0,1
f3d30,0,7,40,175,6,0,1
e3cf0,0,7,110,63.6364,0,0,7
106172,0,7,58,120.69,6,0,1
f53ea,0,6,9,666.667,2,0,4
f4402,0,6,84,71.4286,5,0,1
a4190,0,6,158,37.9747,5,0,1
2b40c,0,6,154,38.961,5,0,1
e180e,3,6,264,22.7273,0,3,3
a37b6,0,6,323,18.5759,4,0,2
a37a0,0,6,323,18.5759,3,0,3
2681e,0,6,25,240,5,0,1
f11da,0,6,53,113.208,4,0,2
11d59e,0,6,14,428.571,5,0,1
27778,3,6,6,1000,0,5,1
f1732,0,6,9807,0.611808,5,0,1
a41b8,0,6,158,37.9747,5,0,1
f21de,0,6,3386,1.772,0,0,6
4b0f2,0,6,10000,0.6,1,0,5
1c6e8,0,6,27,222.222,5,0,1
f3732,0,6,20,300,5,0,1
e6756,0,6,29,206.897,5,0,1
a37fc,0,6,323,18.5759,3,0,3
23e1a,0,6,9,666.667,5,0,1
1c93c,0,6,16,375,5,0,1
ebb76,0,5,162,30.8642,4,0,1
1c786,0,5,20,250,4,0,1
10d3e6,0,5,6,833.333,0,0,5
26838,0,5,25,200,4,0,1
11d6b8,0,5,12,416.667,4,0,1
a49c8,0,5,315,15.873,4,0,1
32c2e,0,5,76,65.7895,4,0,1
211b4,0,5,71,70.4225,4,0,1
21518,0,5,293,17.0648,4,0,1
f545c,0,5,11,454.545,4,0,1
2183c,0,5,259,19.305,4,0,1
e4348,0,5,110,45.4545,4,0,1
21f60,0,5,24,208.333,4,0,1
f53f0,0,5,12,416.667,1,0,4
30fb0,0,5,77,64.9351,3,0,2
23e0a,0,5,7,714.286,4,0,1
f53e2,0,5,12,416.667,3,0,2
2aac8,0,5,400,12.5,2,0,3
2b308,0,5,156,32.0513,4,0,1
1c6f2,0,5,50,100,4,0,1
f37a6,0,5,1007,4.96524,4,0,1
108376,0,5,17,294.118,4,0,1
3cf1e,0,5,1246,4.01284,2,0,3
a4180,0,5,160,31.25,3,0,2
10cf64,0,5,7,714.286,3,0,2
10cf60,0,5,7,714.286,3,0,2
1c210,0,5,5,1000,3,0,2
4404a,0,5,381,13.1234,4,0,1
f1074,0,5,3392,1.47406,4,0,1
63412,0,5,7,714.286,4,0,1
2afa0,0,4,596,6.71141,3,0,1
53bb8,0,4,36,111.111,1,0,3
283e6,0,4,421,9.50119,3,0,1
dc130,0,4,74,54.0541,3,0,1
3d072,0,4,792,5.05051,2,0,2
d90ca,0,4,142,28.169,0,0,4
54278,0,4,36,111.111,1,0,3
f5474,0,4,7,571.429,3,0,1
53bd6,0,4,26,153.846,1,0,3
534f2,0,4,11,363.636,1,0,3
54296,0,4,26,153.846,1,0,3
54024,0,4,36,111.111,1,0,3
54048,0,4,26,153.846,1,0,3
1832e,0,4,56,71.4286,3,0,1
3cfd6,0,4,1246,3.21027,2,0,2
3cf94,0,4,1248,3.20513,2,0,2
3cf8c,0,4,1248,3.20513,2,0,2
3cd16,0,4,1248,3.20513,3,0,1
f25fe,0,4,1736,2.30415,3,0,1
f17c2,0,4,31,129.032,3,0,1
f17bc,0,4,32,125,3,0,1
1a9b8,0,4,77,51.9481,3,0,1
f1468,0,4,36,111.111,3,0,1
633fe,0,4,12,333.333,3,0,1
a417a,0,4,160,25,2,0,2
4afda,0,4,623,6.42055,1,0,3
1c75a,0,4,28,142.857,3,0,1
f53de,0,4,15,266.667,3,0,1
f4836,0,4,8,500,1,0,3
1c97e,0,4,16,250,3,0,1
ef856,0,4,127,31.4961,1,0,3
ee246,0,4,39,102.564,3,0,1
ed07c,0,4,155,25.8065,3,0,1
ebc88,0,4,15,266.667,3,0,1
eb6ca,0,4,6,666.667,3,0,1
1f036,0,4,157,25.4777,3,0,1
41daa,0,4,17,235.294,1,0,3
21c26,0,4,24,166.667,3,0,1
21d50,0,4,16,250,3,0,1
f4c4a,0,4,25,160,2,0,2
22050,0,4,36,111.111,3,0,1
526b6,0,4,11,363.636,1,0,3
52a9a,0,4,11,363.636,1,0,3
519da,0,4,11,363.636,1,0,3
44230,5,4,463,8.63931,0,0,4
11d6be,0,4,14,285.714,3,0,1
4a8f2,0,4,623,6.42055,1,0,3
51e36,0,4,11,363.636,1,0,3
51452,0,4,11,363.636,1,0,3
53096,0,4,11,363.636,1,0,3
5106e,0,4,11,363.636,1,0,3
f3d3e,0,3,21,142.857,2,0,1
d8e0e,0,3,182,16.4835,2,0,1
2b044,0,3,314,9.55414,2,0,1
1ca20,0,3,6,500,2,0,1
eade6,0,3,5,600,2,0,1
f11ea,0,3,39,76.9231,2,0,1
1b154,0,3,10,300,2,0,1
3be68,0,3,74,40.5405,2,0,1
4d7ce,0,3,48,62.5,2,0,1
2b302,0,3,156,19.2308,2,0,1
1c7b4,0,3,32,93.75,2,0,1
3cfe4,0,3,1246,2.4077,2,0,1
eb6a0,0,3,6,500,2,0,1
1b0d6,0,3,1420,2.11268,2,0,1
f13ba,0,3,3392,0.884434,2,0,1
11d6ce,0,3,4,750,2,0,1
f544e,0,3,12,250,2,0,1
f193a,0,3,5,600,2,0,1
f5466,0,3,9,333.333,2,0,1
ea63e,0,3,1248,2.40385,2,0,1
d90ce,0,3,43,69.7674,2,0,1
f4826,0,3,6,500,2,0,1
1a6d8,0,3,9,333.333,2,0,1
2af4c,0,3,596,5.03356,2,0,1
10d02e,3,3,8,375,0,2,1
26c32,0,3,5,600,2,0,1
f15d8,0,3,5,600,2,0,1
2b3a8,0,3,19,157.895,2,0,1
63912,0,3,12,250,2,0,1
dbe28,0,3,37,81.0811,0,0,3
f0446,0,3,4,750,2,0,1
f440c,0,3,80,37.5,0,0,3
638da,0,3,256,11.7188,1,0,2
2686a,0,3,8,375,2,0,1
10d12c,5,3,8,375,0,2,1
2197a,0,3,1411,2.12615,0,0,3
dba0e,0,3,57,52.6316,0,0,3
33018,0,3,76,39.4737,2,0,1
3467c,5,3,497,6.03622,0,2,1
2b3ce,0,3,36,83.3333,2,0,1
ca770,0,3,5,600,1,0,2
f3738,0,3,25,120,1,0,2
d908a,0,3,185,16.2162,0,0,3
10ce84,0,3,7,428.571,2,0,1
ebb8a,0,3,162,18.5185,2,0,1
109206,0,3,7,428.571,1,0,2
24420,0,3,157,19.1083,2,0,1
2aad4,0,3,100,30,2,0,1
4bf84,0,3,416,7.21154,0,0,3
3f6f8,0,3,72,41.6667,2,0,1
4b06a,0,3,396,7.57576,1,0,2
3f6f4,0,3,1566,1.91571,2,0,1
dbfe6,0,3,37,81.0811,2,0,1
e687c,0,3,3,1000,2,0,1
21812,0,3,259,11.583,0,0,3
1b636,0,3,3,1000,2,0,1
103aba,0,3,13,230.769,2,0,1
e3c7a,0,3,110,27.2727,0,0,3
ea8dc,0,3,12,250,2,0,1
f379c,0,3,1166,2.5729,2,0,1
106180,0,3,49,61.2245,2,0,1
217d2,0,3,182,16.4835,2,0,1
63422,0,3,3,1000,2,0,1
6340a,0,3,11,272.727,2,0,1
f11e2,0,3,45,66.6667,2,0,1
1c1d8,0,3,182,16.4835,2,0,1
db67a,0,3,74,40.5405,2,0,1
e9b58,0,3,4,750,2,0,1
3bf70,0,3,643,4.66563,2,0,1
10ceb6,5,3,7,428.571,0,2,1
f11a8,0,3,53,56.6038,0,0,3
122ce2,0,3,21,142.857,0,0,3
4a984,0,3,396,7.57576,1,0,2
1bf80,0,3,4,750,1,0,2
6343e,0,2,3,666.667,1,0,1
10945c,0,2,3,666.667,0,0,2
eb7a0,0,2,3,666.667,0,0,2
638b8,0,2,128,15.625,0,0,2
31eb4,0,2,2,1000,1,0,1
eb7ec,0,2,3,666.667,0,0,2
1c8d8,0,2,16,125,1,0,1
a4224,5,2,2,1000,0,0,2
1c8fe,0,2,81,24.6914,0,0,2
25588,0,2,3,666.667,1,0,1
d4844,0,2,2,1000,1,0,1
eb7ca,0,2,3,666.667,0,0,2
4f67e,0,2,116,17.2414,0,0,2
e5450,0,2,110,18.1818,0,0,2
f47d2,0,2,6,333.333,1,0,1
278ec,0,2,157,12.7389,0,0,2
4d08e,0,2,406,4.92611,0,0,2
f3c5e,0,2,10,200,1,0,1
e20a6,0,2,183,10.929,0,0,2
e14dc,0,2,151,13.245,0,0,2
112e12,0,2,4,500,1,0,1
ea668,0,2,1250,1.6,1,0,1
f3d22,0,2,41,48.7805,1,0,1
63416,0,2,6,333.333,1,0,1
6341c,0,2,4,500,1,0,1
25646,0,2,2,1000,1,0,1
6346e,0,2,2,1000,1,0,1
1d8e6,0,2,5,400,1,0,1
ebcd4,0,2,12,166.667,1,0,1
23d7c,0,2,2,1000,1,0,1
f417e,0,2,631,3.16957,0,0,2
1d7e6,0,2,3,666.667,1,0,1
32028,5,2,141,14.1844,0,1,1
63434,0,2,4,500,1,0,1
1c8cc,0,2,16,125,0,0,2
2792c,5,2,157,12.7389,0,1,1
109492,0,2,2,1000,0,0,2
32cee,0,2,76,26.3158,1,0,1
10d164,0,2,8,250,1,0,1
4f88a,0,2,1536,1.30208,0,0,2
23d80,0,2,2,1000,1,0,1
1d3be,0,2,12,166.667,0,0,2
1063f6,0,2,28,71.4286,1,0,1
10cf74,0,2,7,285.714,0,0,2
1cb58,0,2,4,500,1,0,1
f4c58,0,2,23,86.9565,1,0,1
102ea8,0,2,4,500,1,0,1
1cfe0,0,2,157,12.7389,1,0,1
3116c,0,2,77,25.974,1,0,1
e3c48,0,2,147,13.6054,0,0,2
23e3c,0,2,2,1000,1,0,1
1eae4,0,2,4,500,1,0,1
28c10,0,2,1315,1.52091,1,0,1
2446e,0,2,157,12.7389,1,0,1
e18b2,0,2,264,7.57576,1,0,1
3208a,5,2,3,666.667,0,1,1
ee186,5,2,2,1000,0,1,1
dc178,0,2,37,54.0541,0,0,2
44a32,0,2,118,16.9492,1,0,1
eb0c0,0,2,3,666.667,0,0,2
dc19e,0,2,37,54.0541,0,0,2
ca61c,0,2,56,35.7143,1,0,1
e9c5a,0,2,4,500,1,0,1
1c22c,0,2,2,1000,1,0,1
268ce,0,2,157,12.7389,1,0,1
eae00,3,2,2,1000,0,0,2
eac76,5,2,3,666.667,0,0,2
f0caa,0,2,11,181.818,1,0,1
19116,0,2,100,20,1,0,1
d90d6,0,2,43,46.5116,0,0,2
20e5c,0,2,76,26.3158,1,0,1
28682,5,2,1106,1.80832,0,0,2
1ca9e,0,2,37,54.0541,0,0,2
11345e,0,2,2,1000,0,0,2
f0e2a,0,2,11,181.818,0,0,2
10d490,5,2,6,333.333,0,1,1
a4194,0,2,158,12.6582,0,0,2
1091ee,0,2,6,333.333,1,0,1
2abc6,5,2,20,100,0,1,1
6392a,0,2,4,500,1,0,1
11d5a4,0,2,14,142.857,0,0,2
18fd0,0,2,99,20.202,1,0,1
1c0a6,0,2,11,181.818,1,0,1
e673c,0,2,28,71.4286,1,0,1
33a32,0,2,2,1000,0,0,2
1a944,0,2,2,1000,1,0,1
112e1e,0,2,3,666.667,0,0,2
f147a,0,2,7,285.714,1,0,1
25202,5,1,1,1000,0,0,1
25220,5,1,1,1000,0,0,1
ee11e,0,1,2,500,0,0,1
1cde2,0,1,1,1000,0,0,1
345d2,0,1,497,2.01207,0,0,1
e5b90,0,1,3,333.333,0,0,1
251e2,5,1,1,1000,0,0,1
1c6d0,0,1,27,37.037,0,0,1
ee0dc,0,1,2,500,0,0,1
d8b48,0,1,7,142.857,0,0,1
4f6fc,0,1,32,31.25,0,0,1
2523c,5,1,1,1000,0,0,1
e5c22,0,1,3,333.333,0,0,1
252ca,0,1,1,1000,0,0,1
1ca94,0,1,38,26.3158,0,0,1
1ca6a,0,1,1,1000,0,0,1
34830,0,1,206,4.85437,0,0,1
ef604,0,1,7,142.857,0,0,1
e5c5c,0,1,3,333.333,0,0,1
ca5e8,5,1,1,1000,0,0,1
e5c44,0,1,3,333.333,0,0,1
2529e,0,1,1,1000,0,0,1
252e2,0,1,1,1000,0,0,1
112e10,5,1,4,250,0,0,1
1ca30,0,1,6,166.667,0,0,1
ef7dc,0,1,1,1000,0,0,1
e67f4,0,1,1,1000,0,0,1
3461a,3,1,497,2.01207,0,0,1
1ca0c,0,1,4,250,0,0,1
d8bac,0,1,7,142.857,0,0,1
10d16c,0,1,7,142.857,0,0,1
254f6,0,1,2,500,0,0,1
10d18e,0,1,3,333.333,0,0,1
d8e1a,0,1,181,5.52486,0,0,1
2f412,3,1,1,1000,0,0,1
2f400,5,1,1,1000,0,0,1
ee1b4,0,1,2,500,0,0,1
d8e28,0,1,1,1000,0,0,1
3289c,3,1,36,27.7778,0,0,1
112e2c,0,1,3,333.333,0,0,1
e3e10,0,1,37,27.027,0,0,1
1c260,0,1,1,1000,0,0,1
10cf44,0,1,8,125,0,0,1
10d938,0,1,6,166.667,0,0,1
1c2c8,0,1,2,500,0,0,1
1c2d0,0,1,180,5.55556,0,0,1
e4264,0,1,113,8.84956,0,0,1
f0ae8,0,1,11,90.9091,0,0,1
258e6,0,1,5,200,0,0,1
eacee,0,1,3,333.333,0,0,1
1c36a,0,1,2,500,0,0,1
f0c3e,0,1,1,1000,0,0,1
f0abc,0,1,11,90.9091,0,0,1
1c398,0,1,2,500,0,0,1
1c45a,0,1,1,1000,0,0,1
1c482,0,1,1,1000,0,0,1
257e6,3,1,57,17.5439,0,0,1
f0844,0,1,4,250,0,0,1
1c58a,0,1,1,1000,0,0,1
10cfd6,0,1,3,333.333,0,0,1
1c59e,0,1,76,13.1579,0,0,1
1c5a2,0,1,86,11.6279,0,0,1
1c0ba,0,1,2,500,0,0,1
10cec4,0,1,7,142.857,0,0,1
f0d36,0,1,1,1000,0,0,1
1bf86,0,1,1,1000,0,0,1
10da56,0,1,3,333.333,0,0,1
1bf9a,0,1,1,1000,0,0,1
10da52,0,1,6,166.667,0,0,1
10ceea,0,1,7,142.857,0,0,1
e3d6e,0,1,147,6.80272,0,0,1
1c0ac,0,1,2,500,0,0,1
10d95c,0,1,3,333.333,0,0,1
1c5bc,0,1,10,100,0,0,1
f0ce4,0,1,1,1000,0,0,1
f0cce,0,1,1,1000,0,0,1
a37c6,0,1,323,3.09598,0,0,1
1c0f8,0,1,2,500,0,0,1
1c0fe,0,1,9,111.111,0,0,1
f0cc0,0,1,11,90.9091,0,0,1
1c1dc,0,1,2,500,0,0,1
f0c72,0,1,11,90.9091,0,0,1
eac7e,0,1,3,333.333,0,0,1
2c9c6,0,1,157,6.36943,0,0,1
1c802,0,1,8,125,0,0,1
ead6e,0,1,3,333.333,0,0,1
2564c,0,1,1,1000,0,0,1
10d138,0,1,8,125,0,0,1
f0336,0,1,4,250,0,0,1
1c76e,0,1,20,50,0,0,1
10d140,0,1,8,125,0,0,1
f032e,0,1,1731,0.577701,0,0,1
a4a08,5,1,312,3.20513,0,0,1
10d14c,0,1,8,125,0,0,1
1c7b8,0,1,16,62.5,0,0,1
1c7be,0,1,16,62.5,0,0,1
1c73a,0,1,28,35.7143,0,0,1
2d2ac,0,1,38,26.3158,0,0,1
10d4d2,0,1,6,166.667,0,0,1
e5b46,0,1,3,333.333,0,0,1
255a0,0,1,2,500,0,0,1
4f7da,0,1,32,31.25,0,0,1
2ed70,0,1,56,17.8571,0,0,1
e5b60,0,1,3,333.333,0,0,1
ef93a,0,1,1,1000,0,0,1
25572,0,1,3,333.333,0,0,1
e5b8a,5,1,3,333.333,0,0,1
30958,0,1,100,10,0,0,1
10d92c,0,1,6,166.667,0,0,1
1c5d8,0,1,1,1000,0,0,1
e436c,0,1,37,27.027,0,0,1
257a0,0,1,38,26.3158,0,0,1
a41ec,0,1,101,9.90099,0,0,1
f0492,0,1,4,250,0,0,1
f0476,0,1,2,500,0,0,1
f0452,0,1,2,500,0,0,1
f042c,0,1,4,250,0,0,1
10d8fa,0,1,6,166.667,0,0,1
1c916,0,1,15,66.6667,0,0,1
a49ce,0,1,315,3.1746,0,0,1
1c686,0,1,29,34.4828,0,0,1
10d84c,0,1,2,500,0,0,1
f03fa,0,1,4,250,0,0,1
1c6ba,0,1,28,35.7143,0,0,1
1d320,0,1,1,1000,0,0,1
10d4e0,0,1,6,166.667,0,0,1
f03de,0,1,4,250,0,0,1
1c6fa,0,1,23,43.4783,0,0,1
e5b08,0,1,3,333.333,0,0,1
1ea74,5,1,4,250,0,0,1
1e982,5,1,1,1000,0,0,1
1e98a,0,1,1,1000,0,0,1
c03fc,0,1,1,1000,0,0,1
1e9ba,5,1,1,1000,0,0,1
1e9c2,0,1,1,1000,0,0,1
303b8,0,1,2271,0.440335,0,0,1
1e9f2,5,1,1,1000,0,0,1
1e9fa,0,1,1,1000,0,0,1
1ea24,5,1,1,1000,0,0,1
1ea5a,5,1,1,1000,0,0,1
21160,0,1,71,14.0845,0,0,1
1ea6c,5,1,4,250,0,0,1
1e952,0,1,1,1000,0,0,1
32bf2,0,1,20,50,0,0,1
1ea84,5,1,4,250,0,0,1
1ea8c,5,1,4,250,0,0,1
e67bc,0,1,1,1000,0,0,1
1ea9c,5,1,4,250,0,0,1
1eaa4,5,1,4,250,0,0,1
c0a5e,0,1,1,1000,0,0,1
