pc,type,mispredicts,total,misPermil,dirMiss,tgtMiss,noPredMiss
3cf1e,0,11,1246,8,2,0,9
3cf88,0,11,1248,8,10,0,1
f030c,0,7,819,8,6,0,1
1c2d0,0,1,125,8,0,0,1
638ae,0,1,128,7,0,0,1
f7c54,0,1,128,7,0,0,1
cc6de,0,1,128,7,0,0,1
108a92,0,1,128,7,0,0,1
f7bb6,0,1,128,7,0,0,1
f7bfa,3,1,128,7,0,0,1
1b070,0,3,391,7,2,0,1
4b06a,0,3,396,7,1,0,2
4a984,0,3,396,7,1,0,2
3467c,5,3,405,7,0,2,1
f4972,0,8,1154,6,7,0,1
f497a,0,10,1486,6,7,0,3
f1216,0,1,150,6,0,0,1
f1088,0,1,150,6,0,0,1
f4aca,0,7,1088,6,6,0,1
4a8f2,0,4,623,6,1,0,3
4afda,0,4,623,6,1,0,3
f37c4,0,2,323,6,0,0,2
28ad6,0,16,2764,5,14,0,2
d8e1a,0,1,181,5,0,0,1
43754,0,20,3700,5,19,0,1
3d072,0,4,792,5,2,0,2
2b746,0,1,200,5,0,0,1
4387c,0,1,200,5,0,0,1
4384c,0,1,200,5,0,0,1
4b1ac,0,18,3632,4,16,0,2
a4a08,5,1,202,4,0,0,1
2b0aa,0,1,202,4,0,0,1
2b0a4,0,1,204,4,0,0,1
f21d6,0,16,3276,4,15,0,1
a49ce,0,1,205,4,0,0,1
f417e,0,2,411,4,0,0,2
1b112,0,1,207,4,0,0,1
4424e,0,1,209,4,0,0,1
a34b2,0,1,212,4,0,0,1
f3aa2,0,1,212,4,0,0,1
3c0cc,0,1,212,4,0,0,1
a37c6,0,1,213,4,0,0,1
436f0,0,17,3700,4,15,0,2
1b0d6,0,3,738,4,2,0,1
f1690,0,10,2470,4,9,0,1
2869a,0,2,507,3,0,0,2
f7b86,0,1,256,3,0,0,1
43758,0,13,3500,3,12,0,1
f25fe,0,3,820,3,2,0,1
f13e6,0,9,2493,3,8,0,1
28c10,0,3,840,3,2,0,1
3cfd6,0,4,1246,3,2,0,2
3cf8c,0,4,1248,3,2,0,2
3cd16,0,4,1248,3,3,0,1
3cf94,0,4,1248,3,2,0,2
4d0e8,3,1,313,3,0,0,1
4d100,0,1,313,3,0,0,1
f37ba,0,1,332,3,0,0,1
4b1da,0,18,6336,2,16,0,2
f163e,0,7,2464,2,6,0,1
f21cc,0,9,3277,2,8,0,1
f173e,0,26,9791,2,24,0,2
345d2,0,1,405,2,0,0,1
3461a,3,1,405,2,0,0,1
31e4e,0,1,408,2,0,0,1
2693a,0,1,408,2,0,0,1
21a40,0,1,408,2,0,0,1
1cf72,0,1,408,2,0,0,1
1cfda,0,1,408,2,0,0,1
2bd0c,4,2,819,2,0,2,0
31ed4,0,1,410,2,0,0,1
3cfe4,0,3,1246,2,2,0,1
ea63e,0,3,1248,2,2,0,1
4d07a,0,1,418,2,0,0,1
4d0b4,0,1,418,2,0,0,1
f21b4,0,7,3277,2,6,0,1
4b0de,0,21,10000,2,20,0,1
3bfaa,0,8,3878,2,7,0,1
f1074,0,5,2493,2,4,0,1
31c36,3,1,511,1,0,0,1
ea668,0,2,1250,1,1,0,1
1b0c8,0,4,2854,1,0,0,4
2197a,0,1,729,1,0,0,1
1b0e0,0,1,729,1,0,0,1
4376c,0,4,3000,1,3,0,1
4f88a,0,2,1536,1,0,0,2
f032e,0,1,815,1,0,0,1
f2638,0,1,819,1,0,0,1
f1754,0,3,2458,1,2,0,1
28682,5,1,830,1,0,0,1
3026a,3,1,1032,0,0,0,1
f1732,0,6,7333,0,5,0,1
f13ba,0,2,2493,0,1,0,1
e630c,0,1,1248,0,0,0,1
e630a,0,1,1248,0,0,0,1
3cd28,0,1,1248,0,0,0,1
e633c,0,1,1248,0,0,0,1
ebd8c,3,1,1248,0,0,0,1
4b0f2,0,8,10000,0,1,0,7
303b8,0,1,1558,0,0,0,1
1cf60,0,1,1632,0,0,0,1
f10a0,0,1,2478,0,0,0,1
f2312,0,1,2487,0,0,0,1
f21de,0,1,2487,0,0,0,1
4cf34,4,1,3265,0,0,1,0
18b1e,4,0,200,0,0,0,0
18b10,0,0,200,0,0,0,0
18b04,0,0,200,0,0,0,0
18b00,2,0,200,0,0,0,0
1844c,4,0,100,0,0,0,0
18434,2,0,100,0,0,0,0
1842e,2,0,100,0,0,0,0
18adc,4,0,101,0,0,0,0
18aba,2,0,404,0,0,0,0
18ab6,2,0,404,0,0,0,0
18aaa,1,0,101,0,0,0,0
18aa2,0,0,101,0,0,0,0
18c6e,0,0,200,0,0,0,0
18c6a,0,0,200,0,0,0,0
43cc0,2,0,100,0,0,0,0
43e14,2,0,102,0,0,0,0
43e12,0,0,102,0,0,0,0
43e0c,0,0,102,0,0,0,0
43df0,0,0,102,0,0,0,0
43d84,4,0,1351,0,0,0,0
43d5e,4,0,102,0,0,0,0
43cd8,4,0,100,0,0,0,0
43cc8,2,0,100,0,0,0,0
42f7c,4,0,100,0,0,0,0
43cb8,2,0,100,0,0,0,0
43cac,0,0,100,0,0,0,0
43ca8,2,0,100,0,0,0,0
43ca0,0,0,100,0,0,0,0
4383e,2,0,200,0,0,0,0
43790,4,0,100,0,0,0,0
4374c,0,0,3700,0,0,0,0
4103a,2,0,100,0,0,0,0
41028,2,0,100,0,0,0,0
3c640,4,0,100,0,0,0,0
3c6f0,4,0,105,0,0,0,0
3c6fe,4,0,102,0,0,0,0
3cd22,2,0,1248,0,0,0,0
43660,4,0,100,0,0,0,0
4371c,2,0,100,0,0,0,0
436fa,2,0,100,0,0,0,0
436da,0,0,100,0,0,0,0
436c8,2,0,100,0,0,0,0
436ba,2,0,100,0,0,0,0
436b4,2,0,100,0,0,0,0
436b2,0,0,100,0,0,0,0
436a8,2,0,100,0,0,0,0
4372a,0,0,100,0,0,0,0
42fa2,1,0,100,0,0,0,0
345a6,0,0,405,0,0,0,0
348ae,4,0,408,0,0,0,0
34888,2,0,408,0,0,0,0
3468e,4,0,405,0,0,0,0
345f8,0,0,405,0,0,0,0
345ec,2,0,405,0,0,0,0
345da,2,0,405,0,0,0,0
345b4,2,0,405,0,0,0,0
345ac,2,0,405,0,0,0,0
34596,0,0,405,0,0,0,0
3458a,1,0,405,0,0,0,0
414bc,0,0,100,0,0,0,0
4147c,2,0,100,0,0,0,0
3bf72,2,0,438,0,0,0,0
41498,2,0,100,0,0,0,0
414b8,2,0,100,0,0,0,0
3bf78,2,0,438,0,0,0,0
414cc,4,0,100,0,0,0,0
414ce,2,0,100,0,0,0,0
414d4,1,0,100,0,0,0,0
41636,2,0,100,0,0,0,0
4166a,4,0,100,0,0,0,0
34606,0,0,405,0,0,0,0
3c624,1,0,104,0,0,0,0
3bfc4,0,0,300,0,0,0,0
3c62e,0,0,100,0,0,0,0
3c116,4,0,212,0,0,0,0
3c0c8,2,0,212,0,0,0,0
3c0c2,2,0,212,0,0,0,0
3c0b2,0,0,212,0,0,0,0
3bfd4,4,0,300,0,0,0,0
3bfca,2,0,300,0,0,0,0
3c638,2,0,100,0,0,0,0
3bfbe,4,0,100,0,0,0,0
3bfae,1,0,3778,0,0,0,0
3bfac,0,0,3778,0,0,0,0
3bf92,1,0,202,0,0,0,0
3bf8e,4,0,642,0,0,0,0
3bf80,2,0,438,0,0,0,0
1f16e,4,0,102,0,0,0,0
1f13a,0,0,102,0,0,0,0
1effe,0,0,102,0,0,0,0
1ce38,0,0,102,0,0,0,0
1ce4e,0,0,102,0,0,0,0
1ce5a,2,0,102,0,0,0,0
1ce5e,0,0,102,0,0,0,0
1ce72,0,0,102,0,0,0,0
1ce76,0,0,102,0,0,0,0
1ceac,2,0,102,0,0,0,0
1ced4,2,0,102,0,0,0,0
1cee2,0,0,102,0,0,0,0
1ceea,2,0,102,0,0,0,0
1cef0,2,0,102,0,0,0,0
1dd1a,4,0,106,0,0,0,0
18c7c,4,0,200,0,0,0,0
21a8c,4,0,408,0,0,0,0
21a3a,2,0,408,0,0,0,0
21a2a,0,0,408,0,0,0,0
21a1c,0,0,408,0,0,0,0
21a0a,0,0,408,0,0,0,0
219be,4,0,725,0,0,0,0
219a0,0,0,729,0,0,0,0
21972,2,0,729,0,0,0,0
2196a,0,0,729,0,0,0,0
2195e,0,0,729,0,0,0,0
2b0f8,1,0,204,0,0,0,0
21952,0,0,729,0,0,0,0
1cffe,0,0,102,0,0,0,0
1cfea,2,0,101,0,0,0,0
1cf6e,2,0,408,0,0,0,0
1cf36,1,0,102,0,0,0,0
1cf1a,0,0,102,0,0,0,0
1d020,4,0,102,0,0,0,0
1cefe,2,0,102,0,0,0,0
1d02a,1,0,101,0,0,0,0
1d0d2,1,0,102,0,0,0,0
1d0ca,2,0,102,0,0,0,0
1d044,1,0,408,0,0,0,0
1d038,0,0,408,0,0,0,0
1d032,2,0,408,0,0,0,0
1d024,0,0,101,0,0,0,0
258dc,4,0,104,0,0,0,0
2f85a,4,0,102,0,0,0,0
30406,4,0,1319,0,0,0,0
3093a,4,0,1456,0,0,0,0
3091c,2,0,1456,0,0,0,0
3090e,2,0,1456,0,0,0,0
3041a,4,0,213,0,0,0,0
303f4,2,0,1319,0,0,0,0
303c6,2,0,1345,0,0,0,0
302bc,4,0,102,0,0,0,0
30296,2,0,102,0,0,0,0
30282,0,0,102,0,0,0,0
2bdd8,4,0,408,0,0,0,0
2c5c4,2,0,102,0,0,0,0
2c05e,1,0,100,0,0,0,0
2c052,2,0,100,0,0,0,0
2c04c,2,0,100,0,0,0,0
2c042,1,0,100,0,0,0,0
27960,2,0,102,0,0,0,0
3002e,1,0,204,0,0,0,0
268ea,2,0,204,0,0,0,0
26910,1,0,102,0,0,0,0
243fe,0,0,102,0,0,0,0
278b8,2,0,102,0,0,0,0
278d0,0,0,102,0,0,0,0
2795a,2,0,102,0,0,0,0
27954,2,0,102,0,0,0,0
27946,2,0,102,0,0,0,0
27938,2,0,102,0,0,0,0
27920,2,0,102,0,0,0,0
27912,2,0,102,0,0,0,0
2790c,2,0,102,0,0,0,0
27904,2,0,101,0,0,0,0
278c0,2,0,102,0,0,0,0
24496,4,0,102,0,0,0,0
278b4,2,0,102,0,0,0,0
278ac,2,0,102,0,0,0,0
268fa,0,0,102,0,0,0,0
2697a,4,0,102,0,0,0,0
26936,2,0,408,0,0,0,0
2692a,2,0,408,0,0,0,0
24486,0,0,102,0,0,0,0
24478,2,0,101,0,0,0,0
24452,2,0,102,0,0,0,0
2440e,2,0,102,0,0,0,0
2be86,4,0,821,0,0,0,0
2798a,4,0,102,0,0,0,0
2796e,0,0,102,0,0,0,0
2aaaa,0,0,100,0,0,0,0
286fc,2,0,323,0,0,0,0
28702,2,0,323,0,0,0,0
28732,4,0,323,0,0,0,0
28736,1,0,507,0,0,0,0
28ac4,0,0,2764,0,0,0,0
28ad2,2,0,2764,0,0,0,0
28ae8,1,0,514,0,0,0,0
2b3f6,0,0,200,0,0,0,0
2b736,4,0,404,0,0,0,0
2b70e,2,0,406,0,0,0,0
2b702,0,0,406,0,0,0,0
2b6fa,2,0,406,0,0,0,0
2b3fc,0,0,200,0,0,0,0
2b3f8,2,0,200,0,0,0,0
29952,0,0,100,0,0,0,0
2aa84,0,0,100,0,0,0,0
2a81e,4,0,102,0,0,0,0
2a81a,4,0,102,0,0,0,0
29ff4,4,0,100,0,0,0,0
29fec,4,0,100,0,0,0,0
2999a,1,0,100,0,0,0,0
28aee,0,0,834,0,0,0,0
29970,0,0,100,0,0,0,0
2996c,0,0,100,0,0,0,0
29964,0,0,100,0,0,0,0
29960,0,0,100,0,0,0,0
2995c,0,0,100,0,0,0,0
29958,0,0,100,0,0,0,0
2b73c,1,0,206,0,0,0,0
283f8,1,0,100,0,0,0,0
286da,2,0,323,0,0,0,0
286d4,0,0,323,0,0,0,0
286ca,4,0,507,0,0,0,0
286b6,0,0,507,0,0,0,0
286a8,1,0,507,0,0,0,0
2867c,0,0,830,0,0,0,0
28674,0,0,830,0,0,0,0
28406,4,0,211,0,0,0,0
286ee,2,0,323,0,0,0,0
283de,2,0,311,0,0,0,0
283c0,0,0,311,0,0,0,0
283aa,2,0,311,0,0,0,0
2afac,2,0,209,0,0,0,0
2af5a,0,0,104,0,0,0,0
2af48,2,0,209,0,0,0,0
2af34,0,0,209,0,0,0,0
2af98,0,0,104,0,0,0,0
2aac0,0,0,100,0,0,0,0
2aaae,2,0,100,0,0,0,0
4d0b2,4,0,253,0,0,0,0
2af5e,0,0,104,0,0,0,0
2afbe,4,0,209,0,0,0,0
2b064,0,0,102,0,0,0,0
2b068,2,0,102,0,0,0,0
2b070,2,0,102,0,0,0,0
2b086,2,0,102,0,0,0,0
2b09c,0,0,204,0,0,0,0
2b0c8,0,0,204,0,0,0,0
2b0da,4,0,204,0,0,0,0
2b0f0,2,0,204,0,0,0,0
2b7b6,2,0,204,0,0,0,0
2b3f2,0,0,200,0,0,0,0
2b3ec,2,0,200,0,0,0,0
2b3e4,0,0,100,0,0,0,0
2b110,1,0,202,0,0,0,0
2b10e,0,0,202,0,0,0,0
2b786,2,0,204,0,0,0,0
2b78a,0,0,204,0,0,0,0
2b79a,0,0,204,0,0,0,0
2b7a2,2,0,204,0,0,0,0
2b7ac,2,0,204,0,0,0,0
2aa94,2,0,100,0,0,0,0
2b7c0,2,0,204,0,0,0,0
2b7c4,0,0,204,0,0,0,0
2b7d2,0,0,204,0,0,0,0
2b7e4,4,0,204,0,0,0,0
2bc52,2,0,200,0,0,0,0
2bc58,0,0,200,0,0,0,0
2bc68,1,0,200,0,0,0,0
2bcfc,2,0,819,0,0,0,0
2bd00,0,0,819,0,0,0,0
2af72,2,0,104,0,0,0,0
2af6c,2,0,104,0,0,0,0
2af64,0,0,104,0,0,0,0
32034,4,0,103,0,0,0,0
3200e,0,0,103,0,0,0,0
31eea,4,0,410,0,0,0,0
31e64,4,0,408,0,0,0,0
31c52,4,0,511,0,0,0,0
2c65c,2,0,101,0,0,0,0
2be7a,0,0,821,0,0,0,0
2be76,2,0,821,0,0,0,0
2c5e4,2,0,102,0,0,0,0
2bdc6,0,0,408,0,0,0,0
2bdb8,2,0,408,0,0,0,0
2bdae,2,0,408,0,0,0,0
2bda6,2,0,408,0,0,0,0
2bd9e,2,0,408,0,0,0,0
2bd96,2,0,408,0,0,0,0
2bd8e,0,0,408,0,0,0,0
30990,0,0,100,0,0,0,0
2c5f8,2,0,102,0,0,0,0
2c63a,4,0,102,0,0,0,0
2c670,4,0,101,0,0,0,0
2c9be,2,0,102,0,0,0,0
2c9dc,4,0,102,0,0,0,0
32014,2,0,103,0,0,0,0
28c16,0,0,834,0,0,0,0
31bdc,2,0,103,0,0,0,0
31bfe,4,0,103,0,0,0,0
31c14,0,0,511,0,0,0,0
31c22,0,0,511,0,0,0,0
28bec,0,0,406,0,0,0,0
2991c,4,0,204,0,0,0,0
298e0,2,0,204,0,0,0,0
28c28,4,0,834,0,0,0,0
28c0c,2,0,840,0,0,0,0
28bfe,4,0,406,0,0,0,0
28bf2,0,0,406,0,0,0,0
29922,4,0,204,0,0,0,0
28be6,4,0,1220,0,0,0,0
28bda,0,0,1220,0,0,0,0
28bd4,0,0,1220,0,0,0,0
28b6e,1,0,100,0,0,0,0
28b22,2,0,100,0,0,0,0
28b12,0,0,100,0,0,0,0
28b02,4,0,1348,0,0,0,0
29974,2,0,100,0,0,0,0
2aa9a,2,0,100,0,0,0,0
30dde,0,0,409,0,0,0,0
30dea,0,0,409,0,0,0,0
30df6,4,0,409,0,0,0,0
30dd0,0,0,409,0,0,0,0
30db4,4,0,102,0,0,0,0
30a3a,4,0,405,0,0,0,0
30a38,4,0,102,0,0,0,0
30a2e,4,0,408,0,0,0,0
309a0,4,0,100,0,0,0,0
2bd88,2,0,408,0,0,0,0
4bf10,1,0,568,0,0,0,0
4bf0c,1,0,244,0,0,0,0
4bf34,0,0,263,0,0,0,0
4b0cc,0,0,10000,0,0,0,0
4bf58,0,0,263,0,0,0,0
4d084,0,0,148,0,0,0,0
4d076,2,0,418,0,0,0,0
4d06e,0,0,418,0,0,0,0
4cf66,1,0,1724,0,0,0,0
4cf2c,0,0,3265,0,0,0,0
4cf28,2,0,3265,0,0,0,0
4bfc0,4,0,263,0,0,0,0
4bfae,0,0,263,0,0,0,0
34580,0,0,405,0,0,0,0
43e2a,1,0,102,0,0,0,0
43f64,2,0,204,0,0,0,0
4407a,2,0,126,0,0,0,0
44074,2,0,126,0,0,0,0
44064,2,0,126,0,0,0,0
4405e,0,0,126,0,0,0,0
43f76,4,0,204,0,0,0,0
43f6c,0,0,204,0,0,0,0
44084,1,0,126,0,0,0,0
43f5c,0,0,204,0,0,0,0
43f54,2,0,204,0,0,0,0
43f36,2,0,205,0,0,0,0
44a14,4,0,118,0,0,0,0
44226,1,0,102,0,0,0,0
440aa,4,0,1766,0,0,0,0
440fa,1,0,101,0,0,0,0
4420a,0,0,102,0,0,0,0
44236,2,0,209,0,0,0,0
4426c,4,0,102,0,0,0,0
a34a4,0,0,230,0,0,0,0
4f6a8,4,0,116,0,0,0,0
638b4,2,0,128,0,0,0,0
638d0,2,0,256,0,0,0,0
f3a5e,4,0,758,0,0,0,0
f3a6c,4,0,178,0,0,0,0
f3a64,4,0,698,0,0,0,0
f3b92,0,0,108,0,0,0,0
f3b82,0,0,108,0,0,0,0
f3b80,0,0,108,0,0,0,0
f3b72,1,0,442,0,0,0,0
f3b68,0,0,442,0,0,0,0
f3b5c,1,0,105,0,0,0,0
f3b58,0,0,105,0,0,0,0
f3a74,4,0,372,0,0,0,0
f3b30,4,0,212,0,0,0,0
f3b26,0,0,102,0,0,0,0
f3b02,0,0,117,0,0,0,0
f22f2,4,0,790,0,0,0,0
f22cc,0,0,790,0,0,0,0
f3af6,0,0,122,0,0,0,0
f3af0,0,0,122,0,0,0,0
f3ac6,0,0,212,0,0,0,0
f3a9a,0,0,212,0,0,0,0
f3a96,0,0,212,0,0,0,0
f3a94,4,0,358,0,0,0,0
f3a8c,4,0,1029,0,0,0,0
f3a84,4,0,385,0,0,0,0
f3a7c,4,0,524,0,0,0,0
f21b6,0,0,3276,0,0,0,0
f3820,2,0,539,0,0,0,0
f3810,4,0,1432,0,0,0,0
f380a,4,0,4342,0,0,0,0
f37aa,0,0,335,0,0,0,0
f37d6,4,0,439,0,0,0,0
f37d2,0,0,102,0,0,0,0
f37b4,0,0,332,0,0,0,0
ea644,0,0,1248,0,0,0,0
f22fe,2,0,2487,0,0,0,0
f3796,0,0,442,0,0,0,0
ea700,2,0,1248,0,0,0,0
ea70c,1,0,1248,0,0,0,0
f3834,1,0,539,0,0,0,0
f3a56,0,0,758,0,0,0,0
a34a8,0,0,230,0,0,0,0
f2666,4,0,819,0,0,0,0
f2654,2,0,819,0,0,0,0
f262c,0,0,819,0,0,0,0
f2624,0,0,819,0,0,0,0
ea732,4,0,1248,0,0,0,0
f230e,0,0,2487,0,0,0,0
f2304,0,0,2487,0,0,0,0
f3728,1,0,463,0,0,0,0
f2272,1,0,3016,0,0,0,0
f2268,4,0,2487,0,0,0,0
d8e5c,4,0,182,0,0,0,0
d8ee4,2,0,182,0,0,0,0
d8ee0,0,0,182,0,0,0,0
a4234,1,0,104,0,0,0,0
a49f4,4,0,205,0,0,0,0
a4a0c,1,0,202,0,0,0,0
a4a10,1,0,202,0,0,0,0
d8df2,0,0,182,0,0,0,0
cc6e6,4,0,128,0,0,0,0
d8edc,0,0,182,0,0,0,0
d8ed6,0,0,182,0,0,0,0
d8e00,0,0,182,0,0,0,0
d8ebc,0,0,182,0,0,0,0
bd6c8,1,0,814,0,0,0,0
a37ca,0,0,204,0,0,0,0
108aa4,4,0,128,0,0,0,0
a37d4,0,0,204,0,0,0,0
a37dc,2,0,204,0,0,0,0
a37c2,2,0,211,0,0,0,0
a3816,0,0,213,0,0,0,0
a382e,4,0,213,0,0,0,0
a3846,1,0,211,0,0,0,0
a4166,0,0,105,0,0,0,0
a41bc,0,0,102,0,0,0,0
a41c6,2,0,102,0,0,0,0
a41e8,4,0,105,0,0,0,0
a34c6,1,0,230,0,0,0,0
a37bc,0,0,211,0,0,0,0
4d0f6,0,0,313,0,0,0,0
4d0fc,2,0,313,0,0,0,0
4d106,1,0,105,0,0,0,0
d8f1e,4,0,182,0,0,0,0
d8f7a,1,0,182,0,0,0,0
d8f0c,0,0,182,0,0,0,0
d8ee8,0,0,182,0,0,0,0
1c1d4,2,0,127,0,0,0,0
f4bd8,1,0,305,0,0,0,0
f4bba,4,0,1070,0,0,0,0
f4bb6,1,0,144,0,0,0,0
f4b3a,1,0,1084,0,0,0,0
1b0dc,2,0,729,0,0,0,0
1b046,0,0,184,0,0,0,0
1b058,0,0,184,0,0,0,0
